"ID.x";"latitude";"longitude";"study";"site";"SiteBlock";"replicate";"treatment.direction";"treatment.level";"grouping.x";"treat.duration.y";"duration_rescale";"size.local";"size.gamma";"N.replicates";"delta.P.year";"delta.P1_rescale";"MAP_bioclim";"MAP_chelsa";"MAP_rescale";"PET_rescale";"PET_chelsa";"LRR_cum.abs_gamma"
"Miranda_2009f.csv";37.08333333;-2.35;"Miranda_2009";"Tabernas_PSA";"Tabernas_PSA - A";3;"decr.P";"2_2";"2006_2_2_Miranda_2009f;Tabernas_PSA;P;decr.P;2_2;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-50;-0.747839312249394;315;234;-0.343768323154296;0.429883406202518;1041.015831;-0.352821374622742
"Miranda_2009f.csv";37.08333333;-2.35;"Miranda_2009";"Tabernas_PSA";"Tabernas_PSA - A";1;"decr.P";"2_3";"2006_2_3_Miranda_2009f;Tabernas_PSA;P;decr.P;2_3;2006;2";0.5;-0.443261623808594;0.08;"0.4";5;-50;-0.747839312249394;315;234;-0.343768323154296;0.429883406202518;1041.015831;-0.673212965659128
"Mueller_2016a.csv";42.83333333;-104.9;"Mueller_2016";"Cheyenne";"Cheyenne - A";1;"incr.P";"1";"2013_Mueller_2016a;Cheyenne;P;incr.P;1;2013;2";7;-0.0364428936459127;1.5;"7.5";5;30;0.404959544254203;366;419;-0.104508315685861;0.36531544057635;992.1109152;0.135978553232412
"Prevey_2014a.csv";40.11666667;-105.3;"Prevey_2014";"Boulder";"Boulder - A";1;"incr.P";"1";"2013_2_Prevey_2014a;Boulder;P;incr.P;1;2013;2";3;-0.286792881438332;0.25;"2.5";10;26;0.347319601429023;420;409;-0.117441289062534;0.453734591035151;1059.081139;-0.151300863125987
"Prevey_2014b.csv";40.11666667;-105.3;"Prevey_2014";"Boulder";"Boulder - A";1;"decr.P";"2";"2013_2_Prevey_2014b;Boulder;P;decr.P;2;2013;2";3;-0.286792881438332;0.25;"2.5";10;-4;-0.084979969759826;420;409;-0.117441289062534;0.453734591035151;1059.081139;-0.686304889078511
"Prevey_2014c.csv";40.11666667;-105.3;"Prevey_2014";"Boulder";"Boulder - A";1;"incr.P";"3";"2013_2_Prevey_2014c;Boulder;P;incr.P;3;2013;2";3;-0.286792881438332;0.25;"2.5";10;40;0.549059401317152;420;409;-0.117441289062534;0.453734591035151;1059.081139;0.389354287885731
"Prevey_2014d.csv";40.11666667;-105.3;"Prevey_2014";"Boulder";"Boulder - A";1;"incr.P";"4";"2013_2_Prevey_2014d;Boulder;P;incr.P;4;2013;2";3;-0.286792881438332;0.25;"2.5";10;3;0.0158899301842388;420;409;-0.117441289062534;0.453734591035151;1059.081139;0.553727645347206
"Smith_2020.csv";39.1083;-96.6151;"CEE";"Konza.LTER";"Konza.LTER - A";1;"decr.P";"1";"2012_Smith_2020;Konza.LTER;P;decr.P;1;2012;2";3;-0.286792881438332;1;"5";5;-35;-0.53168952665497;859;724;0.289947372302639;0.507541505654691;1099.835445;-0.0169399872413818
"Wilcox_2015a.csv";41.4;-105.26667;"Wilcox_2015";"SGP";"SGP - A";1;"incr.P";"1";"2012_Wilcox_2015a;SGP;P;incr.P;1;2012;2";2;-0.349380378386437;1;"10";10;20;0.260859687191253;377;312;-0.242891130816253;0.27706909121698;925.271574;0.22416170853775
"Wilcox_2015a.csv";41.4;-105.26667;"Wilcox_2015";"SGP";"SGP - A";1;"incr.P";"2";"2012_Wilcox_2015a;SGP;P;incr.P;2;2012;2";2;-0.349380378386437;1;"10";10;20;0.260859687191253;377;312;-0.242891130816253;0.27706909121698;925.271574;0.122863486888803
